iKS1317_ID,Sco4_ID,comment
,CPD-1003_c,Sco4 specific
,CPD-1004_c,Sco4 specific
,CPD-10044_c,Sco4 specific
,CPD-10047_c,Sco4 specific
,CPD-10064_c,Sco4 specific
,CPD-10065_c,Sco4 specific
,CPD-101_c,Sco4 specific
geosmin[c],CPD-10158_c,Same metabolite
grmcrol_c,CPD-10159_c,Same metabolite
,CPD-10160_c,Sco4 specific
,CPD-102_c,Sco4 specific
f420_0[c],CPD-10333_c,Same biocyc id
,CPD-10597_c,Sco4 specific
,CPD-10598_c,Sco4 specific
,CPD-10659_c,Sco4 specific
,CPD-10660_c,Sco4 specific
,CPD-10679_c,Sco4 specific
,CPD-10680_c,Sco4 specific
,CPD-10681_c,Sco4 specific
,CPD-1070_c,Sco4 specific
,CPD-1078_c,Sco4 specific
,CPD-10796_c,Sco4 specific
,CPD-10797_c,Sco4 specific
,CPD-110_c,Sco4 specific
,CPD-1117_c,Sco4 specific
,CPD-1128_c,Sco4 specific
,CPD-1134_c,Sco4 specific
,CPD-1137_c,Sco4 specific
,CPD-11571_c,Sco4 specific
,CPD-11799_c,Sco4 specific
,CPD-11867_c,Sco4 specific
,CPD-11870_c,Sco4 specific
,CPD-11871_c,Sco4 specific
,CPD-11872_c,Sco4 specific
,CPD-11916_c,Sco4 specific
,CPD-11953_c,Sco4 specific
,CPD-11955_c,Sco4 specific
,CPD-11956_c,Sco4 specific
feroxE[c],CPD-11957_c,Same metabolite
,CPD-11984_c,Sco4 specific
,CPD-12040_c,Sco4 specific
,CPD-12041_c,Sco4 specific
,CPD-12152_c,Sco4 specific
,CPD-12179_c,Sco4 specific
,CPD-12321_c,Sco4 specific
,CPD-12349_c,Sco4 specific
,CPD-12521_c,Sco4 specific
,CPD-12524_c,Sco4 specific
,CPD-12595_c,Sco4 specific
,CPD-12693_c,Sco4 specific
,CPD-12694_c,Sco4 specific
,CPD-12771_c,Sco4 specific
,CPD-12773_c,Sco4 specific
,CPD-12784_c,Sco4 specific
,CPD-13034_c,Sco4 specific
,CPD-13044_c,Sco4 specific
,CPD-13149_c,Sco4 specific
,CPD-13150_c,Sco4 specific
,CPD-13151_c,Sco4 specific
,CPD-13324_c,Sco4 specific
,CPD-13339_c,Sco4 specific
,CPD-13375_c,Sco4 specific
,CPD-13376_c,Sco4 specific
,CPD-13377_c,Sco4 specific
,CPD-13378_c,Sco4 specific
,CPD-13380_c,Sco4 specific
,CPD-13381_c,Sco4 specific
,CPD-13619_c,Sco4 specific
,CPD-13621_c,Sco4 specific
,CPD-13622_c,Sco4 specific
,CPD-13625_c,Sco4 specific
,CPD-13691_c,Sco4 specific
,CPD-13692_c,Sco4 specific
,CPD-13696_c,Sco4 specific
,CPD-13697_c,Sco4 specific
,CPD-13722_c,Sco4 specific
,CPD-13887_c,Sco4 specific
,CPD-13952_c,Sco4 specific
,CPD-13958_c,Sco4 specific
,CPD-13985_c,Sco4 specific
,CPD-14015_c,Sco4 specific
,CPD-14016_c,Sco4 specific
,CPD-14133_c,Sco4 specific
,CPD-14521_c,Sco4 specific
,CPD-14522_c,Sco4 specific
,CPD-14524_c,Sco4 specific
,CPD-14550_c,Sco4 specific
,CPD-15277_c,Sco4 specific
,CPD-15279_c,Sco4 specific
,CPD-15280_c,Sco4 specific
,CPD-15317_c,Sco4 specific
,CPD-15408_c,Sco4 specific
,CPD-15409_c,Sco4 specific
,CPD-15423_c,Sco4 specific
,CPD-15467_c,Sco4 specific
,CPD-15502_c,Sco4 specific
,CPD-158_c,Sco4 specific
,CPD-159_c,Sco4 specific
,CPD-16467_c,Sco4 specific
,CPD-16522_c,Sco4 specific
,CPD-16618_c,Sco4 specific
,CPD-16816_c,Sco4 specific
,CPD-17076_c,Sco4 specific
,CPD-17077_c,Sco4 specific
,CPD-171_c,Sco4 specific
,CPD-17129_c,Sco4 specific
,CPD-17138_c,Sco4 specific
,CPD-17141_c,Sco4 specific
,CPD-17157_c,Sco4 specific
,CPD-17406_c,Sco4 specific
,CPD-17411_c,Sco4 specific
,CPD-17565_c,Sco4 specific
,CPD-17567_c,Sco4 specific
,CPD-17568_c,Sco4 specific
,CPD-17570_c,Sco4 specific
,CPD-17683_c,Sco4 specific
,CPD-1771_c,Sco4 specific
,CPD-18229_c,Sco4 specific
,CPD-18239_c,Sco4 specific
,CPD-1828_c,Sco4 specific
,CPD-183_c,Sco4 specific
,CPD-184_c,Sco4 specific
,CPD-18508_c,Sco4 specific
,CPD-18533_c,Sco4 specific
,CPD-18536_c,Sco4 specific
,CPD-18984_c,Sco4 specific
,CPD-19_c,Sco4 specific
,CPD-19011_c,Sco4 specific
,CPD-19012_c,Sco4 specific
,CPD-19043_c,Sco4 specific
,CPD-19044_c,Sco4 specific
,CPD-19066_c,Sco4 specific
,CPD-19273_c,Sco4 specific
,CPD-19275_c,Sco4 specific
,CPD-19317_c,Sco4 specific
,CPD-19762_c,Sco4 specific
,CPD-20_c,Sco4 specific
malylcoa[c],CPD-208_c,Same metabolite
,CPD-209_c,Sco4 specific
,CPD-217_c,Sco4 specific
,CPD-220_c,Sco4 specific
,CPD-237_c,Sco4 specific
,CPD-253_c,Sco4 specific
,CPD-255_c,Sco4 specific
,CPD-257_c,Sco4 specific
,CPD-262_c,Sco4 specific
,CPD-265_c,Sco4 specific
,CPD-273_c,Sco4 specific
,CPD-2743_c,Sco4 specific
,CPD-277_c,Sco4 specific
,CPD-30_c,Sco4 specific
,CPD-313_c,Sco4 specific
,CPD-323_c,Sco4 specific
,CPD-329_c,Sco4 specific
,CPD-330_c,Sco4 specific
,CPD-339_c,Sco4 specific
,CPD-343_c,Sco4 specific
,CPD-346_c,Sco4 specific
,CPD-3486_c,Sco4 specific
,CPD-35_c,Sco4 specific
,CPD-358_c,Sco4 specific
,CPD-360_c,Sco4 specific
,CPD-366_c,Sco4 specific
,CPD-367_c,Sco4 specific
,CPD-368_c,Sco4 specific
,CPD-377_c,Sco4 specific
,CPD-380_c,Sco4 specific
,CPD-448_c,Sco4 specific
,CPD-464_c,Sco4 specific
psqldi[c],CPD-465_c,biocyc id
,CPD-468_c,Sco4 specific
,CPD-471_c,Sco4 specific
,CPD-479_c,Sco4 specific
,CPD-529_c,Sco4 specific
,CPD-533_c,Sco4 specific
,CPD-548_c,Sco4 specific
,CPD-569_c,Sco4 specific
,CPD-577_c,Sco4 specific
,CPD-578_c,Sco4 specific
houdic[c],CPD-5821_c,Sco4 specific
,CPD-5881_c,Sco4 specific
,CPD-592_c,Sco4 specific
,CPD-600_c,Sco4 specific
,CPD-62_c,Sco4 specific
,CPD-627_c,Sco4 specific
,CPD-650_c,Sco4 specific
,CPD-653_c,Sco4 specific
,CPD-658_c,Sco4 specific
,CPD-664_c,Sco4 specific
,CPD-665_c,Sco4 specific
,CPD-67_c,Sco4 specific
,CPD-672_c,Sco4 specific
,CPD-674_c,Sco4 specific
,CPD-676_c,Sco4 specific
,CPD-68_c,Sco4 specific
,CPD-704_c,Sco4 specific
,CPD-705_c,Sco4 specific
,CPD-7224_c,Sco4 specific
,CPD-7408_c,Sco4 specific
,CPD-7564_c,Sco4 specific
,CPD-7590_c,Sco4 specific
,CPD-7601_c,Sco4 specific
,CPD-7602_c,Sco4 specific
f420_1[c],CPD-7607_c,Same metabolite
,CPD-7643_c,Sco4 specific
,CPD-783_c,Sco4 specific
,CPD-784_c,Sco4 specific
,CPD-785_c,Sco4 specific
,CPD-786_c,Sco4 specific
,CPD-787_c,Sco4 specific
,CPD-804_c,Sco4 specific
,CPD-824_c,Sco4 specific
,CPD-8742_c,Sco4 specific
,CPD-8773_c,Sco4 specific
,CPD-8774_c,Sco4 specific
,CPD-8775_c,Sco4 specific
,CPD-8938_c,Sco4 specific
,CPD-8973_c,Sco4 specific
,CPD-8974_c,Sco4 specific
,CPD-9000_c,Sco4 specific
pre1[c],CPD-9038_c,Same metabolite
,CPD-9055_c,Sco4 specific
,CPD-9137_c,Sco4 specific
,CPD-9159_c,Sco4 specific
,CPD-9408_c,Sco4 specific
,CPD-9409_c,Sco4 specific
,CPD-9444_c,Sco4 specific
episz[c],CPD-9959_c, Same metabolite
albflol__S[c],CPD-9960_c, Same metabolite
albflol__R[c],CPD-9961_c, Same metabolite
albflon[c],CPD-9962_c, Same metabolite
,CPD-9995_c,Sco4 specific
,CPD-9999_c,Sco4 specific
,CPD0-1068_c,Sco4 specific
,CPD0-1115_c,Sco4 specific
,CPD0-1123_c,Sco4 specific
,CPD0-1198_c,Sco4 specific
,CPD0-1202_c,Sco4 specific
,CPD0-2472_c,Sco4 specific
,CPD0-2474_c,Sco4 specific
,CPD0-2479_c,Sco4 specific
,CPD1F-114_c,Sco4 specific
,CPD1F-126_c,Sco4 specific
,CPD1F-129_c,Sco4 specific
,CPD1F-98_c,Sco4 specific
,CPD1G-121_c,Sco4 specific
,CPD1G-2_c,Sco4 specific
,CREATINE_c,Sco4 specific
,CREATININE_c,Sco4 specific
,CYCLOHEXA-15-DIENE-1-CARBONYL-COA_c,Sco4 specific
,CYCLOHEXANOL_c,Sco4 specific
,CYCLOHEXANONE_c,Sco4 specific
ficytc[c],Cytochromes-C-Oxidized_c,Same metabolite
focytc[c],Cytochromes-C-Reduced_c,Same metabolite
,D-ALPHABETA-D-HEPTOSE-7-PHOSPHATE_c,Sco4 specific
,D-BETA-D-HEPTOSE-1-P_c,Sco4 specific
,D-BETA-D-HEPTOSE-17-DIPHOSPHATE_c,Sco4 specific
,D-GALACTARATE_c,Sco4 specific
,D-MANNONATE_c,Sco4 specific
,D-PROLINE_c,Sco4 specific
,D-RIBULOSE_c,Sco4 specific
,D-RIBULOSE-1-P_c,Sco4 specific
sbt6p[c],D-SORBITOL-6-P_c,Same metabolite
,D-XYLONATE_c,Sco4 specific
,DEACETYLCEPHALOSPORIN-C_c,Sco4 specific
,DEHYDRO-3-DEOXY-L-RHAMNONATE_c,Sco4 specific
,DEHYDRO-DEOXY-GALACTONATE-PHOSPHATE_c,Sco4 specific
,DELTA1-PYRROLINE_2-CARBOXYLATE_c,Sco4 specific
,DI-H-URACIL_c,Sco4 specific
,DIHYDRO-DIOH-BENZOATE_c,Sco4 specific
,DIHYDRO-THYMINE_c,Sco4 specific
,DIMETHYLARSINATE_c,Sco4 specific
,DIVINYL-PROTOCHLOROPHYLLIDE-A_c,Sco4 specific
,DIVINYLCHLOROPHYLLIDE-A_c,Sco4 specific
,DOLICHOLP_c,Sco4 specific
,E-PHENYLITACONYL-COA_c,Sco4 specific
,ETF-Oxidized_c,Sco4 specific
,ETF-Reduced_c,Sco4 specific
,FRUCTURONATE_c,Sco4 specific
,FUCULOSE-1P_c,Sco4 specific
,GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH_c,Sco4 specific
,GAMMA-GLUTAMYL-PUTRESCINE_c,Sco4 specific
,GERANIAL_c,Sco4 specific
,GERANIOL_c,Sco4 specific
g6p_B[c],GLC-6-P_c,Same metabolite
,H2SO3_c,Sco4 specific
cyan[c],HCN_c,Sco4 specific
,HISTIDINAL_c,Sco4 specific
hop22en[c],HOP-2229-ENE_c,Same metabolite
,HOPAN-22-OL_c,Sco4 specific
tcynt[c],HSCN_c,Same metabolite
,HYDROGEN-MOLECULE_c,Sco4 specific
,HYDROXYMUCONATE-SALD_c,Sco4 specific
,INDOLE_ACETATE_AUXIN_c,Sco4 specific
,INDOLE_PYRUVATE_c,Sco4 specific
,ISO-PROPANOL_c,Sco4 specific
,ISOCHORISMATE_c,Sco4 specific
,ITACONATE_c,Sco4 specific
,KDO2-LAUROYL-LIPID-IVA_c,Sco4 specific
,KDO2-LIPID-IVA_c,Sco4 specific
,L-1-PHOSPHATIDYL-ETHANOLAMINE_c,Sco4 specific
,L-1-PHOSPHATIDYL-GLYCEROL-P_c,Sco4 specific
,L-CYSTEATE_c,Sco4 specific
,L-DIHYDROXY-PHENYLALANINE_c,Sco4 specific
,L-GAMMA-GLUTAMYLCYSTEINE_c,Sco4 specific
,L-GULONATE_c,Sco4 specific
,L-GULONO-1-4-LACTONE_c,Sco4 specific
,L-Galactopyranose_c,Sco4 specific
pa120[c],L-PHOSPHATIDATE_c,Same metabolite
,L-PHOSPHINOTHRICIN_c,Sco4 specific
,MALEATE_c,Sco4 specific
mnl1p[c],MANNITOL-1P_c,Same metabolite
,METHYL-ACETATE_c,Sco4 specific
,METHYL-GLYOXAL_c,Sco4 specific
,METHYLARSONATE_c,Sco4 specific
,METHYLARSONITE_c,Sco4 specific
,MG-PROTOPORPHYRIN_c,Sco4 specific
,MONO-VINYL-PROTOCHLOROPHYLLIDE-A_c,Sco4 specific
,N-ACETYL-L-2-AMINO-6-OXO-PIMELATE_c,Sco4 specific
,N-METHYLHYDANTOIN_c,Sco4 specific
,N-acetyl-D-mannosamine_c,Sco4 specific
,NEUROSPORENE_c,Sco4 specific
,NICOTINE_c,Sco4 specific
,NN-DIMETHYLANILINE_c,Sco4 specific
,NN-DIMETHYLANILINE-N-OXIDE_c,Sco4 specific
,OX-COENZYME-F420_c,Sco4 specific
op4en[c],OXOPENTENOATE_c,Same metabolite
,Oxidized-Factor-F420_c,Sco4 specific
fdxox[c],Oxidized-ferredoxins_c,Same metabolite
,P-COUMAROYL-COA_c,Sco4 specific
,P-NITROPHENOL_c,Sco4 specific
,PHENYLGLYOXYLATE_c,Sco4 specific
,PSEUDOURIDINE-5-P_c,Sco4 specific
,PYROGALLOL_c,Sco4 specific
rmn[c],RHAMNOSE_c, general vs alpha-specific
,RIBITOL_c,Sco4 specific
,Reduced-Factor-F420_c,Sco4 specific
fdxrd[c],Reduced-ferredoxins_c, Identical
alltn[c],S-ALLANTOIN_c, Identical
,S-HYDROXYMETHYLGLUTATHIONE_c,Sco4 specific
,S-HYDROXYMETHYLMYCOTHIOL_c,Sco4 specific
,S-LACTOYL-GLUTATHIONE_c,Sco4 specific
,S-PHOSPHOLACTATE_c,Sco4 specific
tsul[c],S2O3_c,Same metabolite
,SARCOSINE_c,Sco4 specific
sql[c],SQUALENE_c,same metabolite
,STREPTOMYCIN_c,Sco4 specific
,T2-C4-DECADIENYL-COA_c,Sco4 specific
,TETRACHLOROHYDROQUINONE_c,Sco4 specific
,TETRAHYD-CPD_c,Sco4 specific
,TRIMETHYLAMINE_c,Sco4 specific
,TRIMETHYLAMINE-N-O_c,Sco4 specific
,UDP-4-AMINO-4-DEOXY-L-ARABINOSE_c,Sco4 specific
,UDP-L-ARA4-FORMYL-N_c,Sco4 specific
,VANILLIN_c,Sco4 specific
xyl__D[c],XYLOSE_c,Sco4 specific
,4-OXOGLUTARAMATE_c,Sco4 specific
,BETA-D-FRUCTOSE_c,Sco4 specific
,BETAINE-ALDEHYDE-HYDRATE_c,Sco4 specific
,CPD-12377_c,Sco4 specific
,CPD-13430_c,Sco4 specific
,CPD-14081_c,Sco4 specific
,CPD-14083_c,Sco4 specific
,CPD-14447_c,Sco4 specific
,CPD-14523_c,Sco4 specific
,CPD-15373_c,Sco4 specific
,CPD-15826_c,Sco4 specific
,CPD-16015_c,Sco4 specific
,CPD-16567_c,Sco4 specific
,CPD-6124_c,Sco4 specific
,CPD-8214_c,Sco4 specific
,CPD-8225_c,Sco4 specific
,CPD-8651_c,Sco4 specific
,CPD-9762_c,Sco4 specific
,DIACETYL_c,Sco4 specific
,FORMYL-ISOGLUTAMINE_c,Sco4 specific
,L-ALPHA-AMINO-EPSILON-KETO-PIMELATE_c,Sco4 specific
,L-DEHYDRO-ASCORBATE_c,Sco4 specific
,L-arabinofuranose_c,Sco4 specific
,OH_c,Sco4 specific
,PICOLINATE_c,Sco4 specific
,gtca3_e,Sco4 specific
,ENTEROBACTIN_c,Sco4 specific
,ENTEROBACTIN_e,Sco4 specific
glc__bD[c],,iKS1317 specific
q8h2[c],,iKS1317 specific
q8[c],,iKS1317 specific
2dglcn[c],,iKS1317 specific
abt[c],,iKS1317 specific
gdpddman[c],,iKS1317 specific
dtdpgal[c],,iKS1317 specific
stys[c],,iKS1317 specific
lyx__D[c],,iKS1317 specific
aic[c],,iKS1317 specific
5mcsn[c],,iKS1317 specific
lpro[c],,iKS1317 specific
dhlpro[c],,iKS1317 specific
alpam[c],,iKS1317 specific
lpam[c],,iKS1317 specific
dhlam[c],,iKS1317 specific
3hbcoa__R[c],,iKS1317 specific
mmal[c],,iKS1317 specific
nicrns[c],,iKS1317 specific
rnam[c],,iKS1317 specific
btnCCP[c],,iKS1317 specific
accp[c],,iKS1317 specific
cbtnCCP[c],,iKS1317 specific
fpntp[c],,iKS1317 specific
dpntp[c],,iKS1317 specific
dttoao[c],,iKS1317 specific
dhpmp[c],,iKS1317 specific
thfglu[c],,iKS1317 specific
adhlam[c],,iKS1317 specific
prpadnl[c],,iKS1317 specific
3hpcoa[c],,iKS1317 specific
3opcoa[c],,iKS1317 specific
salc[c],,iKS1317 specific
malon[c],,iKS1317 specific
ichor[c],,iKS1317 specific
2shchc[c],,iKS1317 specific
sucbz[c],,iKS1317 specific
sbzcoa[c],,iKS1317 specific
2dmmq9[c],,iKS1317 specific
tc12dhdol[c],,iKS1317 specific
tol[c],,iKS1317 specific
uppg1[c],,iKS1317 specific
cpppg1[c],,iKS1317 specific
anth[e],,iKS1317 specific
citr__L[e],,iKS1317 specific
26dap_LL[e],,iKS1317 specific
arab__D[c],,iKS1317 specific
arab__D[e],,iKS1317 specific
lyx__D[e],,iKS1317 specific
ser__D[e],,iKS1317 specific
ser__D[c],,iKS1317 specific
gam[e],,iKS1317 specific
4ahmmp[e],,iKS1317 specific
2hxmp[e],,iKS1317 specific
hxan[e],,iKS1317 specific
malt6p[c],,iKS1317 specific
pac[e],,iKS1317 specific
sucr[e],,iKS1317 specific
red[e],,iKS1317 specific
chiralc[c],,iKS1317 specific
qnon[c],,iKS1317 specific
hqn[c],,iKS1317 specific
dnac[c],,iKS1317 specific
dna5mtc[c],,iKS1317 specific
fldox[c],,iKS1317 specific
fldrd[c],,iKS1317 specific
ddhrb[c],,iKS1317 specific
lppg[c],,iKS1317 specific
2plac__L[c],,iKS1317 specific
f420[c],,iKS1317 specific
gal_aD[c],,iKS1317 specific
dhkdhqn[c],,iKS1317 specific
noeicoylACP[c],,iKS1317 specific
decint1[c],,iKS1317 specific
cooodacp[c],,iKS1317 specific
malmoACP[c],,iKS1317 specific
histda[c],,iKS1317 specific
3hmoa[c],,iKS1317 specific
3hmop[c],,iKS1317 specific
N6dhliplys[c],,iKS1317 specific
N6liplys[c],,iKS1317 specific
3choptpp[c],,iKS1317 specific
sdhliplys[c],,iKS1317 specific
fdp_B[c],,iKS1317 specific
f6p_B[c],,iKS1317 specific
g6p_A[c],,iKS1317 specific
c78dhguantp[c],,iKS1317 specific
cofac3[c],,iKS1317 specific
codscl5a[c],,iKS1317 specific
codscl5b[c],,iKS1317 specific
urdgci[c],,iKS1317 specific
hdhk[c],,iKS1317 specific
allglutADP[c],,iKS1317 specific
glutADP[c],,iKS1317 specific
2sephchc[c],,iKS1317 specific
male[c],,iKS1317 specific
peng[c],,iKS1317 specific
6apa[c],,iKS1317 specific
2dh3dglc[c],,iKS1317 specific
hop22ol[c],,iKS1317 specific
bfrn[c],,iKS1317 specific
grmcrnd[c],,iKS1317 specific
hbc[c],,iKS1317 specific
actACPmmy[c],,iKS1317 specific
mmyint1[c],,iKS1317 specific
ACPmmy[c],,iKS1317 specific
mmyint2[c],,iKS1317 specific
malACPmmy[c],,iKS1317 specific
mmyA[c],,iKS1317 specific
mmyB[c],,iKS1317 specific
mmyC[c],,iKS1317 specific
strprub[c],,iKS1317 specific
C21572[c],,iKS1317 specific
C21565[c],,iKS1317 specific
accoa_res[c],,iKS1317 specific
citac[c],,iKS1317 specific
r3mmal[c],,iKS1317 specific
citm__R[c],,iKS1317 specific
3hib[c],,iKS1317 specific
