Met ID,New chebi annotation,Current chebi annotation,Old chebi in new (including secondary chebis)
grmcrnd_c,['CHEBI:49044'],[None],False
grmcrol_c,['CHEBI:46734'],['CHEBI:6734'],False
gsn_c,['CHEBI:16750'],['CHEBI:14375'],True
gsn_e,['CHEBI:16750'],['CHEBI:14375'],True
gtca1_c,[],[None],False
gtca2_c,[],[None],False
gtca3_c,[],[None],False
gtca3_e,[],[None],False
gthox_c,"['CHEBI:17858', 'CHEBI:58297']",['CHEBI:14328'],True
gthrd_c,"['CHEBI:16856', 'CHEBI:57925']",[None],False
gtp_c,"['CHEBI:37565', 'CHEBI:15996', 'CHEBI:57600']",['CHEBI:13342'],True
gua_c,['CHEBI:16235'],['CHEBI:14371'],True
gua_e,['CHEBI:16235'],['CHEBI:14371'],True
gullac_c,['CHEBI:17587'],[None],False
guln__L_c,"['CHEBI:13115', 'CHEBI:16154', 'CHEBI:24462', 'CHEBI:24461']",[None],False
h2_c,['CHEBI:18276'],[None],False
h2mb4p_c,"['CHEBI:15664', 'CHEBI:128753']",['CHEBI:10952'],True
h2o2_c,"['CHEBI:29192', 'CHEBI:16240']",['CHEBI:13354'],True
h2o2_e,"['CHEBI:29192', 'CHEBI:16240']",['CHEBI:13354'],True
h2o_c,"['CHEBI:29412', 'CHEBI:16234', 'CHEBI:15377']",['CHEBI:10743'],True
h2o_e,"['CHEBI:29412', 'CHEBI:16234', 'CHEBI:15377']",['CHEBI:10743'],True
h2s_c,"['CHEBI:15138', 'CHEBI:16136', 'CHEBI:29919', 'CHEBI:30488']",['CHEBI:13356'],True
h2s_e,"['CHEBI:15138', 'CHEBI:16136', 'CHEBI:29919', 'CHEBI:30488']",['CHEBI:13356'],True
hLkynr_c,"['CHEBI:58125', 'CHEBI:17380']",['CHEBI:11823'],True
h_c,['CHEBI:15378'],['CHEBI:10744'],True
h_e,['CHEBI:15378'],['CHEBI:10744'],True
haphenon_c,['CHEBI:28032'],[None],False
hccystox_c,"['CHEBI:79057', 'CHEBI:82706']",[None],False
hco3_c,"['CHEBI:17544', 'CHEBI:28976', 'CHEBI:41609']",['CHEBI:13351'],True
hcys__L_c,"['CHEBI:58199', 'CHEBI:63072', 'CHEBI:17588']",['CHEBI:13122'],True
hdca_c,"['CHEBI:15756', 'CHEBI:7896']",['CHEBI:14730'],True
hdcap_c,[],[None],False
hdcea_c,"['CHEBI:78095', 'CHEBI:24548', 'CHEBI:28716', 'CHEBI:32372']",['CHEBI:25836'],True
hdceap_c,[],[None],False
hdcoa_c,"['CHEBI:28935', 'CHEBI:61526']",['CHEBI:61526'],True
hdd2coa_c,"['CHEBI:28935', 'CHEBI:61526']",['CHEBI:10728'],True
hdeACP_c,[],[None],False
hdhk_c,['CHEBI:81704'],['CHEBI:81704'],True
hdoxcad_c,['CHEBI:50440'],[None],False
hemeA_c,"['CHEBI:36163', 'CHEBI:24479', 'CHEBI:61715']",['CHEBI:24479'],True
hemeO_c,"['CHEBI:36301', 'CHEBI:60530', 'CHEBI:24480']",['CHEBI:36301'],True
hepdp_c,"['CHEBI:17613', 'CHEBI:58206']",['CHEBI:10191'],True
hercyn_c,"['CHEBI:67049', 'CHEBI:15781']",[None],False
hexACP_c,['CHEBI:5704'],['CHEBI:5704'],True
hexACPcda_c,['CHEBI:5704'],['CHEBI:5704'],True
hexACPredQ_c,['CHEBI:5704'],['CHEBI:5704'],True
hexdp_c,"['CHEBI:17528', 'CHEBI:53047', 'CHEBI:58179']",['CHEBI:10192'],True
hgbam_c,"['CHEBI:77874', 'CHEBI:58536', 'CHEBI:27914']",['CHEBI:24642'],True
hgbyr_c,"['CHEBI:77873', 'CHEBI:17926', 'CHEBI:58323']",['CHEBI:14415'],True
hgentis_c,"['CHEBI:16169', 'CHEBI:44747']",['CHEBI:11452'],True
hgmeACP_c,[],[None],False
his__L_c,"['CHEBI:15971', 'CHEBI:32529', 'CHEBI:32532', 'CHEBI:32511', 'CHEBI:32513', 'CHEBI:32531', 'CHEBI:32512', 'CHEBI:27570', 'CHEBI:32510', 'CHEBI:32530', 'CHEBI:57595']",['CHEBI:13117'],True
his__L_e,"['CHEBI:15971', 'CHEBI:32529', 'CHEBI:32532', 'CHEBI:32511', 'CHEBI:32513', 'CHEBI:32531', 'CHEBI:32512', 'CHEBI:27570', 'CHEBI:32510', 'CHEBI:32530', 'CHEBI:57595']",['CHEBI:13117'],True
hisp_c,"['CHEBI:16996', 'CHEBI:57980']",['CHEBI:13119'],True
histd_c,"['CHEBI:16255', 'CHEBI:57699']",['CHEBI:13118'],True
histda_c,"['CHEBI:64802', 'CHEBI:27676']",['CHEBI:64802'],True
histrna_c,['CHEBI:29155'],['CHEBI:13120'],True
hmbil_c,"['CHEBI:57845', 'CHEBI:16645']",['CHEBI:14423'],True
hmgcoa_c,"['CHEBI:15467', 'CHEBI:43074', 'CHEBI:11814']",['CHEBI:11045'],True
hmgth_c,"['CHEBI:48926', 'CHEBI:22052', 'CHEBI:58758']",[None],False
hmmsh_c,['CHEBI:61586'],[None],False
hom__L_c,"['CHEBI:15699', 'CHEBI:57476']",['CHEBI:13123'],True
hom__L_e,"['CHEBI:15699', 'CHEBI:57476']",['CHEBI:13123'],True
hop22en_c,['CHEBI:4648'],"['CHEBI:4648', 'CHEBI:648']",False
hop22ol_c,['CHEBI:36484'],['CHEBI:14411'],True
hosuprop_c,[],[None],False
houdic_c,"['CHEBI:58639', 'CHEBI:31132']",['CHEBI:58639'],True
hpglu_c,"['CHEBI:58140', 'CHEBI:26920', 'CHEBI:17420']",['CHEBI:15224'],True
hpmeACP_c,[],[None],False
hpyr_c,"['CHEBI:17180', 'CHEBI:30841']",['CHEBI:11837'],True
hqn_c,['CHEBI:17594'],[None],False
hsql_c,['CHEBI:88123'],[None],False
hx2coa_c,"['CHEBI:28706', 'CHEBI:62077']",['CHEBI:10726'],True
hxa_c,"['CHEBI:30776', 'CHEBI:17120']",['CHEBI:14398'],True
hxan_c,['CHEBI:17368'],['CHEBI:14431'],True
hxan_e,['CHEBI:17368'],['CHEBI:14431'],True
hxcoa_c,"['CHEBI:62620', 'CHEBI:27540']",['CHEBI:24575'],True
hycorn_c,"['CHEBI:78275', 'CHEBI:79095']",[None],False
hyxsuccad_c,['CHEBI:50443'],[None],False
iacgam_c,['CHEBI:52442'],['CHEBI:52442'],True
iad_c,['CHEBI:16031'],[None],False
iasp_c,"['CHEBI:77875', 'CHEBI:58831', 'CHEBI:50616']",['CHEBI:24784'],True
ibcoa_c,"['CHEBI:15479', 'CHEBI:57338']",['CHEBI:11629'],True
ichor_c,"['CHEBI:29780', 'CHEBI:17582']",['CHEBI:14464'],True
icit_c,"['CHEBI:30887', 'CHEBI:16087', 'CHEBI:36454', 'CHEBI:36453']",['CHEBI:14465'],True
idon__L_c,"['CHEBI:21336', 'CHEBI:17796']",['CHEBI:13126'],True
idon__L_e,"['CHEBI:21336', 'CHEBI:17796']",['CHEBI:13126'],True
idp_c,"['CHEBI:58280', 'CHEBI:17808']",['CHEBI:13371'],True
igam_c,"['CHEBI:52283', 'CHEBI:58886']",['CHEBI:58886'],True
ile__L_c,"['CHEBI:32604', 'CHEBI:58045', 'CHEBI:32613', 'CHEBI:32605', 'CHEBI:24898', 'CHEBI:32612', 'CHEBI:17191']",['CHEBI:13127'],True
ile__L_e,"['CHEBI:32604', 'CHEBI:58045', 'CHEBI:32613', 'CHEBI:32605', 'CHEBI:24898', 'CHEBI:32612', 'CHEBI:17191']",['CHEBI:13127'],True
iletrna_c,['CHEBI:29160'],['CHEBI:13128'],True
imacp_c,"['CHEBI:57766', 'CHEBI:16426']",['CHEBI:11736'],True
imp_c,"['CHEBI:58053', 'CHEBI:17202']",['CHEBI:12057'],True
imp_e,"['CHEBI:58053', 'CHEBI:17202']",['CHEBI:12057'],True
ind3ac_c,"['CHEBI:16411', 'CHEBI:30854']",[None],False
indole_c,"['CHEBI:16881', 'CHEBI:35579', 'CHEBI:35581']",['CHEBI:14444'],True
indole_e,"['CHEBI:16881', 'CHEBI:35579', 'CHEBI:35581']",['CHEBI:14444'],True
indpyr_c,"['CHEBI:17640', 'CHEBI:29750']",[None],False
inost_c,['CHEBI:17268'],['CHEBI:10600'],False
inost_e,['CHEBI:17268'],['CHEBI:10600'],False
ins_c,['CHEBI:17596'],['CHEBI:14456'],True
ins_e,['CHEBI:17596'],['CHEBI:14456'],True
ipdp_c,"['CHEBI:16584', 'CHEBI:128769']",['CHEBI:128769'],True
iprimev_c,[],[None],False
iscs_c,[],[None],False
iscssh_c,[],[None],False
itaccoa_c,"['CHEBI:57381', 'CHEBI:15528']",[None],False
itacon_c,"['CHEBI:30838', 'CHEBI:17240']",[None],False
itp_c,"['CHEBI:57614', 'CHEBI:16039', 'CHEBI:61402']",['CHEBI:13374'],True
ivcoa_c,"['CHEBI:57345', 'CHEBI:15487']",['CHEBI:11856'],True
k_c,['CHEBI:29103'],['CHEBI:26219'],True
k_e,['CHEBI:29103'],['CHEBI:26219'],True
kdo2laur_c,[],[None],False
kdo2lipid4_c,"['CHEBI:60365', 'CHEBI:28526']",[None],False
lac__D_c,"['CHEBI:42111', 'CHEBI:16004']",['CHEBI:11001'],True
lac__D_e,"['CHEBI:42111', 'CHEBI:16004']",['CHEBI:11001'],True
lac__L_c,"['CHEBI:422', 'CHEBI:16651']",['CHEBI:11065'],True
lac__L_e,"['CHEBI:422', 'CHEBI:16651']",['CHEBI:11065'],True
lald__D_c,['CHEBI:17167'],[None],False
lald__L_c,['CHEBI:18041'],['CHEBI:11015'],False
lcts_c,['CHEBI:17716'],['CHEBI:10296'],True
lcts_e,['CHEBI:17716'],['CHEBI:10296'],True
leu__L_c,"['CHEBI:32619', 'CHEBI:32627', 'CHEBI:25017', 'CHEBI:32628', 'CHEBI:32620', 'CHEBI:15603', 'CHEBI:57427']",['CHEBI:10866'],True
leu__L_e,"['CHEBI:32619', 'CHEBI:32627', 'CHEBI:25017', 'CHEBI:32628', 'CHEBI:32620', 'CHEBI:15603', 'CHEBI:57427']",['CHEBI:10866'],True
leutrna_c,['CHEBI:16624'],['CHEBI:13133'],True
lgt__S_c,"['CHEBI:57474', 'CHEBI:15694']",[None],False
lipoamp_c,"['CHEBI:55451', 'CHEBI:58923']",['CHEBI:55451'],True
lipoate_c,"['CHEBI:30314', 'CHEBI:83088']",['CHEBI:14519'],False
lipoate_e,"['CHEBI:30314', 'CHEBI:83088']",['CHEBI:14519'],False
lipopb_c,['CHEBI:80399'],['CHEBI:80399'],True
lpam_c,"['CHEBI:83094', 'CHEBI:17460']",['CHEBI:14518'],True
lppg_c,"['CHEBI:59435', 'CHEBI:59436']",['CHEBI:59435'],True
lpro_c,['CHEBI:15804'],['CHEBI:14523'],True
lycop_c,['CHEBI:15948'],[None],False
lys__L_c,"['CHEBI:32564', 'CHEBI:32563', 'CHEBI:18019', 'CHEBI:32552', 'CHEBI:25094', 'CHEBI:133538', 'CHEBI:32551', 'CHEBI:32565', 'CHEBI:32550']",['CHEBI:13135'],True
lys__L_e,"['CHEBI:32564', 'CHEBI:32563', 'CHEBI:18019', 'CHEBI:32552', 'CHEBI:25094', 'CHEBI:133538', 'CHEBI:32551', 'CHEBI:32565', 'CHEBI:32550']",['CHEBI:13135'],True
lystrna_c,['CHEBI:16047'],['CHEBI:13137'],True
lyx__D_c,['CHEBI:82838'],[None],False
lyx__D_e,['CHEBI:82838'],[None],False
lyx__L_c,['CHEBI:62321'],['CHEBI:62321'],True
lyx__L_e,['CHEBI:62321'],['CHEBI:62321'],True
lyxat__L_c,['CHEBI:6268'],[None],False
m_tol_c,"['CHEBI:10589', 'CHEBI:28795']",[None],False
malACP_c,['CHEBI:17330'],['CHEBI:14566'],True
malACPact_c,['CHEBI:17330'],['CHEBI:14566'],True
malACPcda_c,['CHEBI:17330'],['CHEBI:14566'],True
malACPme_c,['CHEBI:17330'],['CHEBI:14566'],True
malACPredN_c,['CHEBI:17330'],['CHEBI:14566'],True
malACPredQ_c,['CHEBI:17330'],['CHEBI:14566'],True
mal__L_c,"['CHEBI:30797', 'CHEBI:15589']",['CHEBI:11066'],True
mal__L_e,"['CHEBI:30797', 'CHEBI:15589']",['CHEBI:11066'],True
malcoa_c,"['CHEBI:15531', 'CHEBI:57384']",['CHEBI:14565'],True
male_c,"['CHEBI:132951', 'CHEBI:30780', 'CHEBI:18300', 'CHEBI:37156']",['CHEBI:14559'],True
malmoACP_c,[],[None],False
malon_c,"['CHEBI:15792', 'CHEBI:30794', 'CHEBI:30795']",['CHEBI:14563'],True
malpyr_c,"['CHEBI:16727', 'CHEBI:30859']",[None],False
malt6p_c,"['CHEBI:15703', 'CHEBI:57478', 'CHEBI:91177', 'CHEBI:111006']",['CHEBI:14569'],True
malt_c,"['CHEBI:17306', 'CHEBI:18167']",['CHEBI:14568'],True
malt_e,"['CHEBI:17306', 'CHEBI:18167']",['CHEBI:14568'],True
malthp_c,['CHEBI:62010'],['CHEBI:3524'],False
malthp_e,['CHEBI:62010'],['CHEBI:3524'],False
malthx_c,['CHEBI:27445'],['CHEBI:25141'],True
malthx_e,['CHEBI:27445'],['CHEBI:25141'],True
maltpt_c,['CHEBI:62006'],['CHEBI:49536'],False
maltpt_e,['CHEBI:62006'],['CHEBI:49536'],False
malttr_c,['CHEBI:61993'],['CHEBI:25146'],False
malttr_e,['CHEBI:61993'],['CHEBI:25146'],False
maltttr_c,"['CHEBI:62974', 'CHEBI:61988', 'CHEBI:28460']",['CHEBI:25145'],True
maltttr_e,"['CHEBI:62974', 'CHEBI:61988', 'CHEBI:28460']",['CHEBI:25145'],True
man1p_c,['CHEBI:35374'],['CHEBI:10261'],False
man6p_c,['CHEBI:48042'],['CHEBI:48066'],False
man_c,"['CHEBI:16024', 'CHEBI:37684', 'CHEBI:4208']",['CHEBI:12999'],True
man_e,"['CHEBI:16024', 'CHEBI:37684', 'CHEBI:4208']",['CHEBI:12999'],True
mana_c,"['CHEBI:33076', 'CHEBI:17767']",[None],False
marsonate_c,"['CHEBI:33409', 'CHEBI:16005', 'CHEBI:29852']",[None],False
meglu_c,"['CHEBI:16440', 'CHEBI:29083']",['CHEBI:21754'],True
melib_c,"['CHEBI:28053', 'CHEBI:61827']",['CHEBI:20943'],True
melib_e,"['CHEBI:28053', 'CHEBI:61827']",['CHEBI:20943'],True
melt_c,['CHEBI:27527'],['CHEBI:25181'],True
melt_e,['CHEBI:27527'],['CHEBI:25181'],True
meoh_c,"['CHEBI:17790', 'CHEBI:52090']",['CHEBI:14588'],True
meoh_e,"['CHEBI:17790', 'CHEBI:52090']",['CHEBI:14588'],True
mercppyr_c,"['CHEBI:57678', 'CHEBI:16208']",['CHEBI:11847'],True
met__L_c,"['CHEBI:64558', 'CHEBI:16643', 'CHEBI:57844', 'CHEBI:16811', 'CHEBI:32632', 'CHEBI:32631', 'CHEBI:32646', 'CHEBI:32644']",['CHEBI:13141'],True
met__L_e,"['CHEBI:64558', 'CHEBI:16643', 'CHEBI:57844', 'CHEBI:16811', 'CHEBI:32632', 'CHEBI:32631', 'CHEBI:32646', 'CHEBI:32644']",['CHEBI:13141'],True
metac_c,['CHEBI:77700'],[None],False
metbute_c,['CHEBI:27642'],[None],False
methf_c,"['CHEBI:15638', 'CHEBI:57455']",['CHEBI:12068'],True
methydan_c,['CHEBI:16354'],[None],False
metsox_R__L_c,"['CHEBI:49032', 'CHEBI:58773']",[None],False
metsox_S__L_c,['CHEBI:17016'],['CHEBI:13142'],True
mettrna_c,[],['CHEBI:13143'],False
mg2_c,"['CHEBI:39127', 'CHEBI:18420']",['CHEBI:13379'],True
mg2_e,"['CHEBI:39127', 'CHEBI:18420']",['CHEBI:13379'],True
mhpglu_c,"['CHEBI:17614', 'CHEBI:58207']",['CHEBI:12147'],True
mi1p__D_c,"['CHEBI:18297', 'CHEBI:58433']",['CHEBI:11220'],True
mi1p__L_c,"['CHEBI:58401', 'CHEBI:18169']",['CHEBI:58401'],True
mlthf_c,"['CHEBI:15636', 'CHEBI:1989']",['CHEBI:10925'],True
mmal_c,"['CHEBI:17453', 'CHEBI:30860', 'CHEBI:30861']",[None],False
mmcoa__R_c,"['CHEBI:57326', 'CHEBI:15465']",['CHEBI:10976'],True
mmcoa__S_c,"['CHEBI:15466', 'CHEBI:57327']",['CHEBI:11038'],True
mmtsa_c,"['CHEBI:62413', 'CHEBI:27821']",['CHEBI:18789'],True
mn2_c,"['CHEBI:18291', 'CHEBI:29035']",['CHEBI:21435'],True
mn2_e,"['CHEBI:18291', 'CHEBI:29035']",['CHEBI:21435'],True
mnl1p_c,"['CHEBI:16298', 'CHEBI:61381']","['CHEBI:12997', 'CHEBI:1381']",False
mnl_c,"['CHEBI:16899', 'CHEBI:29864']",['CHEBI:12996'],True
mnl_e,"['CHEBI:16899', 'CHEBI:29864']",['CHEBI:12996'],True
moadamp_c,[],[None],False
moadcoo_c,[],[None],False
moadcosh_c,[],[None],False
mobd_c,"['CHEBI:36264', 'CHEBI:25371', 'CHEBI:36263']",['CHEBI:25368'],True
mobd_e,"['CHEBI:36264', 'CHEBI:25371', 'CHEBI:36263']",['CHEBI:25368'],True
moco_c,"['CHEBI:71302', 'CHEBI:71306', 'CHEBI:79026', 'CHEBI:60525']",['CHEBI:79026'],True
mocogdp_c,"['CHEBI:60535', 'CHEBI:30404']",['CHEBI:25374'],True
mompain_c,[],[None],False
mparathion_c,['CHEBI:38746'],[None],False
mphpv__R_c,[],[None],False
mphpv__S_c,[],[None],False
mppate_c,"['CHEBI:68822', 'CHEBI:68684', 'CHEBI:45129']",[None],False
mppp9_c,"['CHEBI:15431', 'CHEBI:60492']",[None],False
mpt_c,"['CHEBI:58698', 'CHEBI:44074']",['CHEBI:58698'],True
mptamp_c,"['CHEBI:62727', 'CHEBI:62728']",['CHEBI:62727'],True
mql9_c,['CHEBI:18151'],['CHEBI:8783'],True
mqn9_c,"['CHEBI:25185', 'CHEBI:16374']",[None],False
msa_c,"['CHEBI:17960', 'CHEBI:33190']",['CHEBI:11877'],True
mscoa__S_c,"['CHEBI:81672', 'CHEBI:84866']",['CHEBI:84866'],True
msh_c,['CHEBI:16768'],[None],False
mssg_c,['CHEBI:16086'],[None],False
mthgxl_c,['CHEBI:17158'],[None],False
murein3px4p_c,[],[None],False
murein4p3p_c,[],[None],False
murein4p4p_c,[],[None],False
murein4px4p4p_c,[],[None],False
murein4px4p_c,[],[None],False
murein4px4px4p_c,[],[None],False
murein5p3p_c,[],[None],False
murein5p4p_c,[],[None],False
murein5p5p5p_c,[],[None],False
murein5p5p_c,[],[None],False
murein5px3p_c,[],[None],False
murein5px4p_c,[],[None],False
murein5px4px4p_c,[],[None],False
myarso_c,"['CHEBI:14597', 'CHEBI:17826']",[None],False
mycthigpyrpp_c,"['CHEBI:59653', 'CHEBI:59651', 'CHEBI:59655']",[None],False
myrsACP_c,['CHEBI:50651'],['CHEBI:50651'],True
n2o_c,['CHEBI:17045'],['CHEBI:14661'],True
n2o_e,['CHEBI:17045'],['CHEBI:14661'],True
n4abutn_c,['CHEBI:7386'],[None],False
n6all26d_c,"['CHEBI:18317', 'CHEBI:49004', 'CHEBI:58767']",[None],False
n6hxlys_c,"['CHEBI:57820', 'CHEBI:16570']",[None],False
na15dap_c,"['CHEBI:64860', 'CHEBI:64858']",['CHEBI:64858'],True
na1_c,['CHEBI:29101'],['CHEBI:26717'],True
na1_e,['CHEBI:29101'],['CHEBI:26717'],True
nac24dab_c,"['CHEBI:7351', 'CHEBI:58929']",[None],False
nac_c,"['CHEBI:32544', 'CHEBI:15940']",['CHEBI:14650'],True
nac_e,"['CHEBI:32544', 'CHEBI:15940']",['CHEBI:14650'],True
nacitrul__L_c,"['CHEBI:58765', 'CHEBI:49002']",[None],False
nacpphin_c,"['CHEBI:58879', 'CHEBI:52057']",[None],False
nad_c,"['CHEBI:15846', 'CHEBI:44215', 'CHEBI:57540']",['CHEBI:13389'],False
nadh_c,"['CHEBI:16908', 'CHEBI:57945']",['CHEBI:13395'],True
nadhx__R_c,"['CHEBI:64075', 'CHEBI:134125']",[None],False
nadhx__S_c,"['CHEBI:57458', 'CHEBI:15644', 'CHEBI:44236', 'CHEBI:64074']",[None],False
nadp_c,"['CHEBI:58349', 'CHEBI:25523', 'CHEBI:44409', 'CHEBI:18009']",['CHEBI:13390'],False
nadph_c,"['CHEBI:57783', 'CHEBI:16474']",['CHEBI:13392'],False
nadphx__R_c,"['CHEBI:64085', 'CHEBI:64077']",[None],False
nadphx__S_c,"['CHEBI:64076', 'CHEBI:64084']",[None],False
nal2a6o_c,"['CHEBI:58117', 'CHEBI:17355']",[None],False
ncam_c,['CHEBI:17154'],['CHEBI:14645'],True
ncrbmsar_c,"['CHEBI:57490', 'CHEBI:15737']",[None],False
neral_c,['CHEBI:29020'],[None],False
neuspn_c,['CHEBI:16833'],[None],False
nformanth_c,"['CHEBI:36575', 'CHEBI:18410']",['CHEBI:12508'],True
nh4_c,"['CHEBI:16134', 'CHEBI:29337', 'CHEBI:28938', 'CHEBI:29340']",[None],False
nh4_e,"['CHEBI:16134', 'CHEBI:29337', 'CHEBI:28938', 'CHEBI:29340']",[None],False
ni2_c,['CHEBI:28112'],['CHEBI:25517'],False
ni2_e,['CHEBI:28112'],['CHEBI:25517'],False
nic1ox_c,['CHEBI:30734'],[None],False
nico__S_c,['CHEBI:18723'],[None],False
nicrns_c,"['CHEBI:58527', 'CHEBI:27748']",['CHEBI:25531'],True
nicrnt_c,"['CHEBI:15763', 'CHEBI:57502']",['CHEBI:12398'],True
nmn_c,"['CHEBI:14648', 'CHEBI:16171', 'CHEBI:14649']",['CHEBI:10433'],True
nmn_e,"['CHEBI:14648', 'CHEBI:16171', 'CHEBI:14649']",['CHEBI:10433'],True
nndmyani_c,['CHEBI:16269'],[None],False
nndp_c,"['CHEBI:53044', 'CHEBI:18144', 'CHEBI:58391']",['CHEBI:58391'],True
no2_c,"['CHEBI:16301', 'CHEBI:25567']",['CHEBI:14658'],True
no2_e,"['CHEBI:16301', 'CHEBI:25567']",['CHEBI:14658'],True
no3_c,"['CHEBI:17632', 'CHEBI:48107']",['CHEBI:14654'],True
no3_e,"['CHEBI:17632', 'CHEBI:48107']",['CHEBI:14654'],True
no_c,['CHEBI:16480'],['CHEBI:14657'],True
no_e,['CHEBI:16480'],['CHEBI:14657'],True
noeicoylACP_c,['CHEBI:31095'],['CHEBI:31095'],True
nphtatt_c,['CHEBI:18365'],[None],False
nsirhcda_c,[],[None],False
o2_c,"['CHEBI:29793', 'CHEBI:26689', 'CHEBI:15379', 'CHEBI:27140']",['CHEBI:10745'],True
o2_e,"['CHEBI:29793', 'CHEBI:26689', 'CHEBI:15379', 'CHEBI:27140']",['CHEBI:10745'],True
o2s_c,['CHEBI:18421'],['CHEBI:15143'],True
o3n54ocyo_c,[],[None],False
o54ocyo_c,[],[None],False
oaa_c,"['CHEBI:30744', 'CHEBI:16452']",['CHEBI:10547'],False
oc2coa_c,"['CHEBI:27537', 'CHEBI:62242']",['CHEBI:10732'],True
ocACP_c,['CHEBI:7725'],['CHEBI:7725'],True
ocACPredQ_c,['CHEBI:7725'],['CHEBI:7725'],True
occoa_c,"['CHEBI:15533', 'CHEBI:57386']",['CHEBI:14681'],True
ocdcaACP_c,[],[None],False
ocdca_c,"['CHEBI:25629', 'CHEBI:28842']",['CHEBI:231588'],True
ocdcap_c,[],[None],False
ocdcea_c,"['CHEBI:16196', 'CHEBI:30823']",['CHEBI:104361'],True
ocdceap_c,[],[None],False
octa_c,"['CHEBI:28837', 'CHEBI:25646']",['CHEBI:25646'],True
octapb_c,['CHEBI:80398'],['CHEBI:80398'],True
octdp_c,"['CHEBI:16275', 'CHEBI:57711', 'CHEBI:53045']",['CHEBI:10194'],True
octeACP_c,[],[None],False
od2coa_c,"['CHEBI:71412', 'CHEBI:50570']",['CHEBI:50570'],True
odecoa_c,"['CHEBI:15534', 'CHEBI:57387']",[None],False
ogmeACP_c,[],[None],False
oh1_c,"['CHEBI:29412', 'CHEBI:16234', 'CHEBI:15377']",[None],False
ohpb_c,"['CHEBI:58538', 'CHEBI:27951']",['CHEBI:1240'],True
ohrad_c,['CHEBI:29191'],[None],False
op4en_c,"['CHEBI:60886', 'CHEBI:18355', 'CHEBI:11641', 'CHEBI:1113', 'CHEBI:37319', 'CHEBI:37318']",['CHEBI:1113'],True
opmeACP_c,[],[None],False
orn__D_c,"['CHEBI:16176', 'CHEBI:57668']",[None],False
orn_c,"['CHEBI:46914', 'CHEBI:46911', 'CHEBI:46913', 'CHEBI:18257', 'CHEBI:32964', 'CHEBI:44667', 'CHEBI:15729', 'CHEBI:46912']",['CHEBI:11448'],True
orn_e,"['CHEBI:46914', 'CHEBI:46911', 'CHEBI:46913', 'CHEBI:18257', 'CHEBI:32964', 'CHEBI:44667', 'CHEBI:15729', 'CHEBI:46912']",['CHEBI:11448'],True
orot5p_c,"['CHEBI:57538', 'CHEBI:15842']",['CHEBI:14699'],True
orot_c,"['CHEBI:16742', 'CHEBI:30839']",['CHEBI:14698'],True
orot_e,"['CHEBI:16742', 'CHEBI:30839']",['CHEBI:14698'],True
oxa_c,"['CHEBI:16995', 'CHEBI:46904', 'CHEBI:132952', 'CHEBI:30623']",['CHEBI:14702'],True
oxadpcoa_c,"['CHEBI:57348', 'CHEBI:15490']",['CHEBI:11872'],True
oxalcoa_c,"['CHEBI:15535', 'CHEBI:57388']",['CHEBI:14707'],True
oxptn_c,"['CHEBI:39153', 'CHEBI:16120']",['CHEBI:12156'],True
p_tol_c,"['CHEBI:27021', 'CHEBI:28856', 'CHEBI:36635']",[None],False
pa120_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pa140_c,"['CHEBI:29089', 'CHEBI:16337', 'CHEBI:58608', 'CHEBI:83550', 'CHEBI:84266', 'CHEBI:57739']",['CHEBI:62085'],False
pa141_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pa150_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pa160_c,"['CHEBI:29089', 'CHEBI:72859', 'CHEBI:16337', 'CHEBI:58608', 'CHEBI:57739', 'CHEBI:73246']",['CHEBI:72859'],True
pa161_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pa170_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pa180_c,"['CHEBI:29089', 'CHEBI:82921', 'CHEBI:16337', 'CHEBI:58608', 'CHEBI:83774', 'CHEBI:57739']",['CHEBI:82921'],True
pa181_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
paai150_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
paai170_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pac_c,"['CHEBI:30745', 'CHEBI:8082', 'CHEBI:18401']",['CHEBI:14779'],True
pac_e,"['CHEBI:30745', 'CHEBI:8082', 'CHEBI:18401']",['CHEBI:14779'],True
pacald_c,['CHEBI:16424'],['CHEBI:14778'],True
pacald_e,['CHEBI:16424'],['CHEBI:14778'],True
pai140_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
pai150_c,"['CHEBI:29089', 'CHEBI:58608', 'CHEBI:16337', 'CHEBI:57739']",['CHEBI:58608'],True
