ID,Charge,Formula
pgai170_c,-1,C40H78O10P1
pgi140_c,-1,C34H66O10P1
pgi150_c,-1,C36H70O10P1
pgi160_c,-1,C38H74O10P1
pgi170_c,-1,C40H78O10P1
pgi180_c,-1,C42H82O10P1
pgp120_c,-3,C30H57O13P2
pgp140_c,-3,C34H65O13P2
pgp141_c,-3,C34H61O13P2
pgp150_c,-3,C36H69O13P2
pgp160_c,-3,C38H73O13P2
pgp161_c,-3,C38H69O13P2
pgp170_c,-3,C40H77O13P2
pgp180_c,-3,C42H81O13P2
pgp181_c,-3,C42H77O13P2
pgpai150_c,-3,C36H69O13P2
pgpai170_c,-3,C40H77O13P2
pgpi140_c,-3,C34H65O13P2
pgpi150_c,-3,C36H69O13P2
pgpi160_c,-3,C38H73O13P2
pgpi170_c,-3,C40H77O13P2
pgpi180_c,-3,C42H81O13P2
phaccoa_c,-4,C29H38N7O17P3S
phe__L_c,0,C9H11NO2
phe__L_e,0,C9H11NO2
pheme_c,-2,C34H30FeN4O4
phetrna_c,1,C9H10NOR
phgkyx_c,-1,
phis__L_c,0,C7H9N4O5PR2
phis__L_e,0,C7H9N4O5PR2
phitcoa_c,-5,
phom_c,-2,C4H8NO6P
phpyr_c,-1,C9H7O3
phthr_c,-2,C4H8NO7P
pi120_c,-1,C33H62O13P1
pi140_c,-1,C37H70O13P1
pi141_c,-1,C37H66O13P1
pi150_c,-1,C39H74O13P1
pi160_c,-1,C41H78O13P1
pi161_c,-1,C41H74O13P1
pi170_c,-1,C43H82O13P1
pi180_c,-1,C45H86O13P1
pi181_c,-1,C45H82O13P1
pi_c,-2,HO4P
pi_e,-2,HO4P
piai150_c,-1,C39H74O13P1
piai170_c,-1,C43H82O13P1
picoln_c,-1,
pii140_c,-1,C37H70O13P1
pii150_c,-1,C39H74O13P1
pii160_c,-1,C41H78O13P1
pii170_c,-1,C43H82O13P1
pii180_c,-1,C45H86O13P1
pimACP_c,-1,C18H31N2O10PRS
pk10ACPact_c,-1,C21H31N2O12PRS
pk12ACPact_c,-1,C23H33N2O13PRS
pk14ACPact_c,-1,C25H35N2O14PRS
pk16ACPact_c,-1,C27H37N2O15PRS
pk6ACPact_c,-1,C17H27N2O10PRS
pk8ACPact_c,-1,C19H29N2O11PRS
pmeACP_c,-1,C19H33N2O10PRS
pmtcoa_c,-4,C37H62N7O17P3S
pnto__R_c,-1,C9H16NO5
pnto__R_e,-1,C9H16NO5
pp2slac_c,-4,
ppACP_c,-1,C14H25N2O8PRS
ppa_c,-1,C3H5O2
ppa_e,-1,C3H5O2
ppap_c,-2,C3H5O5P
ppbng_c,-1,C10H13N2O4
ppcoa_c,-4,C24H36N7O17P3S
ppdyletamin_c,0,
ppgpp_c,-6,C10H11N5O17P4
pphinit_c,-1,
pphn_c,-2,C10H8O6
ppi_c,-3,HO7P2
ppp9_c,-2,C34H32N4O4
pppg9_c,-2,C34H38N4O4
pppi_c,-4,HO10P3
pppn_c,-1,
pprdn_c,0,C5H9N
pram_c,-1,C5H11NO7P
pran_c,-3,C12H13NO9P
prbamp_c,-4,C15H19N5O14P2
prbatp_c,-6,C15H19N5O20P4
pre1_c,-8,C41H38N4O16
pre3a_c,-7,C43H43N4O16
pre3b_c,-6,C43H44N4O17
pre4_c,-8,C44H44N4O17
pre5_c,-8,C45H46N4O17
pre6a_c,-7,C44H47N4O16
pre6b_c,-7,C44H49N4O16
pre8_c,-7,C45H53N4O14
prephytedp_c,-3,C40H65O7P2
prfp_c,-4,C15H21N5O15P2
prlp_c,-4,C15H21N5O15P2
prn_c,0,C10H12N4O4
prn_e,0,C10H12N4O4
proPCPredO_c,0,C16H29N3O8PRS
pro__D_c,0,
pro__L_c,0,C5H9NO2
pro__L_e,0,C5H9NO2
proamp_c,0,C15H21N6O8P
progly_c,0,C7H12N2O3
propane_c,0,
protein_c,0,R
protein_tRNA_c,0,R
protrna_c,1,C5H8NOR
prp13da_c,2,
prp2enoate_c,-1,
prpadnl_c,-2,C13H16N5O8P1
prpncoa_c,-4,C24H34N7O17P3S
prpp_c,-5,C5H8O14P3
ps120_c,-1,C30H57N1O10P1
ps140_c,-1,C34H65N1O10P1
ps141_c,-1,C34H61N1O10P1
ps150_c,-1,C36H69N1O10P1
ps160_c,-1,C38H73N1O10P1
ps161_c,-1,C38H69N1O10P1
ps170_c,-1,C40H77N1O10P1
ps180_c,-1,C42H81N1O10P1
ps181_c,-1,C42H77N1O10P1
psai150_c,-1,C36H69N1O10P1
psai170_c,-1,C40H77N1O10P1
pser__L_c,-2,C3H6NO6P
psi140_c,-1,C34H65N1O10P1
psi150_c,-1,C36H69N1O10P1
psi160_c,-1,C38H73N1O10P1
psi170_c,-1,C40H77N1O10P1
psi180_c,-1,C42H81N1O10P1
psqldi_c,-3,C30H49O7P2
ptdcaACP_c,-1,C26H49N2O8PRS
ptdca_c,-1,C15H29O2
ptdcap_c,-1,C15H30O5P
ptnACP_c,-1,C16H29N2O8PRS
ptrc_c,2,C4H14N2
ptrc_e,2,C4H14N2
pttamid_c,-1,
puri4pp_c,-2,
pyam5p_c,-1,C8H12N2O5P
pydam_c,1,C8H13N2O2
pydam_e,1,C8H13N2O2
pydx5p_c,-2,C8H8NO6P
pydx_c,0,C8H9NO3
pydx_e,0,C8H9NO3
pydxn_c,0,C8H11NO3
pydxn_e,0,C8H11NO3
pyr2cbox_c,-1,
pyrKSredX_c,0,C5H4NORS
pyrPCPredO_c,-1,C16H24N3O8PRS
pyr_c,-1,C3H3O3
pyr_e,-1,C3H3O3
pyrgal_c,0,
q8_c,0,C49H74O4
q8h2_c,0,C49H76O4
qnon_c,0,C6H4O2
quln_c,-2,C7H3NO4
r1p_c,-2,C5H9O8P
r3mmal_c,-1,C5H7O5
r5p_c,-2,C5H9O8P
raffin_c,0,C18H32O16
raffin_e,0,C18H32O16
rbflvrd_c,0,C17H22N4O6
rbl__D_c,0,
rbl__L_c,0,C5H10O5
rbt_c,0,
rdmbzi_c,0,C14H18N2O4
red_c,0,C25H35N3O
red_e,0,C25H35N3O
rephaccoa_c,-4,C29H38N7O18P3S
rib1mpp5tpp_c,-5,
rib__D_c,0,C5H10O5
rib__D_e,0,C5H10O5
ribflv_c,0,C17H20N4O6
ribsylo_c,0,
rml1p_c,-2,C6H11O8P
rml_c,0,C6H12O5
rmn_c,0,C6H12O5
rmn_e,0,C6H12O5
rmnf_c,0,
rna_c,0,R
rnam_c,1,C11H15N2O5
ru1p__D_c,-2,
ru5p__D_c,-2,C5H9O8P
ru5p__L_c,-2,C5H9O8P
s17bp_c,-4,C7H12O13P2
s7p_c,-2,C7H13O10P
salc_c,-1,C7H5O3
salcn6p_c,-2,C13H17O10P
salcn_e,0,C13H18O7
sarcs_c,0,
sbt6p_c,-2,C6H13O9P
sbt__D_c,0,C6H14O6
sbt__D_e,0,C6H14O6
sbzcoa_c,-5,C32H39N7O20P3S
scb1_c,0,C13H24O4
scb1_e,0,C13H24O4
scb2_c,0,C13H24O4
scb2_e,0,C13H24O4
scb3_c,0,C14H26O4
scb3_e,0,C14H26O4
scl_c,-7,C42H39N4O16
sdhliplys_c,0,C12H21NO4S2
ser__D_c,0,C3H7NO3
ser__D_e,0,C3H7NO3
ser__L_c,0,C3H7NO3
ser__L_e,0,C3H7NO3
sertrna_c,1,C3H6NO2R
sheme_c,-8,C42H36FeN4O16
skm5p_c,-3,C7H8O8P
skm_c,-1,C7H9O5
skm_e,-1,C7H9O5
sl26da_c,-2,C11H16N2O7
sl2a6o_c,-3,C11H12NO8
sl__L_c,-2,
so3_c,-2,O3S
so4_c,-2,O4S
so4_e,-2,O4S
sorb14lac_c,0,
spmd_c,3,C7H22N3
spmd_e,3,C7H22N3
sprm_c,4,C10H30N4
sql_c,0,C30H50
stcoa_c,-4,C39H66N7O17P3S
stmyn_c,3,
strep6p_c,1,
strprub_c,0,C25H33N3O
stys_c,0,C24H42O21
sucbz_c,-2,C11H8O5
succ_c,-2,C4H4O4
succ_e,-2,C4H4O4
succoa_c,-5,C25H35N7O19P3S
suchms_c,-1,C8H12NO6
sucr_c,0,C12H22O11
sucr_e,0,C12H22O11
sucsal_c,-1,C4H5O3
sufbcd_2fe2s2_c,-4,O2S10Fe4R
sufbcd_2fe2s2_e,-4,O2S10Fe4R
sufbcd_2fe2s_c,-2,H4O2S8Fe2R
sufbcd_4fe4s_c,-2,H4O2S10Fe4R
sufbcd_4fe4s_e,-2,H4O2S10Fe4R
sufbcd_c,0,H8O2S6R
sufse_c,0,HSR
sufsesh_c,0,HS2R
t3c11vaceACP_c,-1,C29H51N2O8PRS
t3c5ddeceACP_c,-1,C23H39N2O8PRS
t3c7mrseACP_c,-1,C25H43N2O8PRS
t3c9palmeACP_c,-1,C27H47N2O8PRS
t3hdprol_c,0,
tag120_c,0,C39H74O6
tag140_c,0,C45H86O6
tag141_c,0,C45H80O6
tag150_c,0,C48H92O6
tag160_c,0,C51H98O6
tag161_c,0,C51H92O6
tag170_c,0,C54H104O6
tag180_c,0,C57H110O6
tag181_c,0,C57H104O6
tag6p__D_c,-2,C6H11O9P
tag6p_c,-2,
tagai150_c,0,C48H92O6
tagai170_c,0,C54H104O6
tagdp__D_c,-4,C6H10O12P2
tagi140_c,0,C45H86O6
tagi150_c,0,C48H92O6
tagi160_c,0,C51H98O6
tagi170_c,0,C54H104O6
tagi180_c,0,C57H110O6
taiC112eACP_c,-1,C22H39N2O8PRS
taiC132eACP_c,-1,C24H43N2O8PRS
taiC152eACP_c,-1,C26H47N2O8PRS
taiC172eACP_c,-1,C28H51N2O8PRS
taiC72eACP_c,-1,C18H31N2O8PRS
taiC92eACP_c,-1,C20H35N2O8PRS
tartr__D_c,-2,C4H4O6
tartr__D_e,-2,C4H4O6
taur_c,0,C2H7NO3S
taur_e,0,C2H7NO3S
tbutalc_c,0,
tbutfor_c,0,
tbutmet_c,0,
tc12dhdol_c,0,C7H10O2
tcl14bzq_c,0,
tclhqn_c,-2,
tcynt_c,0,HCNS
td2coa_c,-4,C35H56N7O17P3S
tdcoa_c,-4,C35H58N7O17P3S
tddec2eACP_c,-1,C23H41N2O8PRS
tddec2eACPredQ_c,-1,C23H41N2O8PRS
tdeACP_c,-1,C25H45N2O8PRS
tdec2eACP_c,-1,C21H37N2O8PRS
tdec2eACPredQ_c,-1,C21H37N2O8PRS
tdecoa_c,-4,C35H56N7O17P3S
tel_c,0,C20H40N4S8Te
tel_e,0,C20H40N4S8Te
telu_c,0,C2H6Te
telu_e,0,C2H6Te
thchd_c,0,C6H8O5
thdp_c,-2,C7H7NO4
thep2eACP_c,-1,C18H31N2O8PRS
thepdca2eACP_c,-1,C28H51N2O8PRS
thex2eACP_c,-1,C17H29N2O8PRS
thex2eACPcda_c,-1,C17H29N2O8PRS
thex2eACPredQ_c,-1,C17H29N2O8PRS
thf_c,-2,C19H21N7O6
thfglu_c,-2,C24H28N8O9
thm_c,1,C12H17N4OS
thm_e,1,C12H17N4OS
thmmp_c,-1,C12H16N4O4PS
thmpp_c,-2,C12H16N4O7P2S
thr__L_c,0,C4H9NO3
thr__L_e,0,C4H9NO3
thrp_c,-2,C4H8NO6P
thrtrna_c,1,C4H8NO2R
thym_c,0,C5H6N2O2
thym_e,0,C5H6N2O2
thymd_c,0,C10H14N2O5
thymd_e,0,C10H14N2O5
tiC102eACP_c,-1,C21H37N2O8PRS
tiC112eACP_c,-1,C22H39N2O8PRS
tiC122eACP_c,-1,C23H41N2O8PRS
tiC132eACP_c,-1,C24H43N2O8PRS
tiC142eACP_c,-1,C25H45N2O8PRS
tiC152eACP_c,-1,C26H47N2O8PRS
tiC162eACP_c,-1,C27H49N2O8PRS
tiC172eACP_c,-1,C28H51N2O8PRS
tiC182eACP_c,-1,C29H53N2O8PRS
tiC62eACP_c,-1,C17H29N2O8PRS
tiC72eACP_c,-1,C18H31N2O8PRS
tiC82eACP_c,-1,C19H33N2O8PRS
tiC92eACP_c,-1,C20H35N2O8PRS
tma_c,1,
tmao_c,0,
tmrs2eACP_c,-1,C25H45N2O8PRS
tnon2eACP_c,-1,C20H35N2O8PRS
toct2eACP_c,-1,C19H33N2O8PRS
toct2eACPredQ_c,-1,C19H33N2O8PRS
toctd2eACP_c,-1,C29H53N2O8PRS
todcpribfur_c,-1,
tol_c,0,C7H8
tpalm2eACP_c,-1,C27H49N2O8PRS
tptdca2eACP_c,-1,C26H47N2O8PRS
tptn2eACP_c,-1,C16H27N2O8PRS
trdox_c,0,X
trdrd_c,0,XH2
tre6p_c,-2,C12H21O14P
tre_c,0,C12H22O11
tre_e,0,C12H22O11
tridcaACP_c,-1,C24H45N2O8PRS
trnaala_c,0,R
trnaarg_c,0,R
trnaasn_c,0,C10H17O10PR2
trnaasp_c,0,R
trnacys_c,0,R
trnagln_c,0,R
trnaglu_c,0,R
trnagly_c,0,R
trnahis_c,0,R
trnaile_c,0,R
trnaleu_c,0,R
trnalys_c,0,R
trnamet_c,0,R
trnaphe_c,0,R
trnapro_c,0,R
trnaser_c,0,R
trnathr_c,0,R
trnatrp_c,0,R
trnatyr_c,0,R
trnaval_c,0,R
trp__L_c,0,C11H12N2O2
trp__L_e,0,C11H12N2O2
trptrna_c,1,C11H11N2OR
tsul_c,-1,HS2O3
ttdca_c,-1,C14H27O2
ttdcap_c,-1,C14H28O5P
ttdcea_c,-1,C14H25O2
ttdceap_c,-1,C14H26O5P
ttridca2eACP_c,-1,C24H43N2O8PRS
tundca2eACP_c,-1,C22H39N2O8PRS
tungs_c,-2,O4W1
tungs_e,-2,O4W1
tyr__L_c,0,C9H11NO3
tyr__L_e,0,C9H11NO3
tyrtrna_c,1,C9H10NO2R
uGgl_c,-3,
uGgla_c,-3,
uaagmda_c,-4,C95H152N8O28P2
uaccg_c,-3,C20H26N3O19P2
uacgam_c,-2,C17H25N3O17P2
uacmam_c,-2,C17H25N3O17P2
uacmamu_c,-3,C17H22N3O18P2
uagmda_c,-4,C87H139N7O23P2
uama_c,-3,C23H33N4O20P2
uamag_c,-4,C28H39N5O23P2
uamr_c,-3,C20H28N3O19P2
udcpdp_c,-3,C55H89O7P2
udcpp_c,-2,C55H89O4P
udpLa4fn_c,-2,
udpLa4n_c,-1,
udpLa4o_c,-2,
udp_c,-3,C9H11N2O12P2
udpg_c,-2,C15H22N2O17P2
udpgal_c,-2,C15H22N2O17P2
udpglcur_c,-3,C15H19N2O18P2
ugmd_c,-4,C35H51N7O26P2
ugmda_c,-4,C41H61N9O28P2
um4p_c,-4,C38H56N8O27P2
ump_c,-2,C9H11N2O9P
ump_e,-2,C9H11N2O9P
unaga_c,-2,
undcaACP_c,-1,C22H41N2O8PRS
up_c,0,C15H27N
upn_c,0,C15H27NO
uppg1_c,-8,C40H36N4O16
uppg3_c,-8,C40H36N4O16
ura_c,0,C4H4N2O2
ura_e,0,C4H4N2O2
urate_c,0,C5H4N4O3
urcan_c,-1,C6H5N2O2
urdgci_c,0,C3H7N3O3
urdglyc_c,-1,C3H5N2O4
urea_c,0,CH4N2O
urea_e,0,CH4N2O
uri_c,0,C9H12N2O6
uri_e,0,C9H12N2O6
utp_c,-4,C9H11N2O15P3
val__L_c,0,C5H11NO2
val__L_e,0,C5H11NO2
valtrna_c,1,C5H10NOR
vanln_c,0,
vanlt_c,-1,C8H7O4
vanlt_e,-1,C8H7O4
wco_c,-2,C10H10N5O8PS2W
xan_c,0,C5H4N4O2
xan_e,0,C5H4N4O2
xllgsacc_c,0,
xlxgxgsac_c,0,
xmp_c,-2,C10H11N4O9P
xmp_e,-2,C10H11N4O9P
xtp_c,-4,C10H11N4O15P3
xtsn_c,0,C10H12N4O6
xtsn_e,0,C10H12N4O6
xu1p__D_c,-2,
xu5p__D_c,-2,C5H9O8P
xu5p__L_c,-2,C5H9O8P
xxlgsacc_c,0,
xyhex3u14lac_c,0,
xyl__D_c,0,C5H10O5
xyl__D_e,0,C5H10O5
xylan_e,0,C2640H4226O2113
xylb_c,0,C10H1809
xylb_e,0,C10H1809
xylnact__D_c,0,
xylonate__D_c,-1,
xylt_c,0,C5H12O5
xylt_e,0,C5H12O5
xylu__D_c,0,C5H10O5
xylu__L_c,0,C5H10O5
ycpk_e,0,C17H20N2O4S
zcarote_c,0,
zn2_c,2,Zn
zn2_e,2,Zn
